-1,221;307,617;-1,221;-0,006;0,366;-0,006
-2,441;307,617;0,000;-0,012;0,311;0,006
-1,221;307,617;0,000;-0,006;0,269;0,006
-1,221;307,617;-1,221;-0,012;0,244;0,000
-3,662;307,617;-2,441;-0,006;0,220;0,006
-1,221;306,396;0,000;-0,006;0,220;-0,006
0,000;308,838;-1,221;-0,006;0,208;0,000
0,000;307,617;-3,662;-0,006;0,220;-0,012
-3,662;307,617;0,000;-0,012;0,153;0,006
-1,221;307,617;-2,441;0,000;0,116;0,000
0,000;308,838;-1,221;-0,012;0,067;-0,006
0,000;307,617;-2,441;-0,012;0,000;0,000
-2,441;307,617;-1,221;-0,012;-0,067;0,006
-1,221;306,396;-2,441;-0,012;-0,128;-0,012
-1,221;306,396;-1,221;-0,012;-0,153;0,000
0,000;308,838;-1,221;-0,006;-0,153;0,006
-2,441;307,617;-2,441;-0,006;-0,159;-0,006
-1,221;307,617;-1,221;0,000;-0,128;0,006
0,000;306,396;-2,441;-0,006;-0,104;0,000
-1,221;306,396;0,000;0,006;-0,104;-0,006
-1,221;307,617;0,000;-0,006;-0,122;0,000
-1,221;307,617;0,000;-0,006;-0,146;0,006
-1,221;307,617;-1,221;-0,006;-0,122;-0,006
-3,662;307,617;-1,221;-0,006;-0,128;0,000
-1,221;307,617;-1,221;-0,006;-0,116;0,000
-2,441;308,838;-1,221;-0,006;-0,079;0,000
-1,221;307,617;-1,221;-0,006;-0,037;0,006
-1,221;307,617;-2,441;-0,006;0,006;0,000
-1,221;306,396;-1,221;0,000;0,018;0,006
-2,441;307,617;-1,221;-0,012;0,031;0,006
-1,221;307,617;-1,221;0,000;0,061;-0,006
-1,221;307,617;-1,221;-0,012;0,067;-0,006
-2,441;307,617;-1,221;-0,012;0,061;-0,012
-1,221;308,838;0,000;-0,006;0,055;-0,006
-2,441;307,617;-1,221;-0,012;0,055;0,000
-2,441;307,617;-1,221;-0,012;0,061;-0,012
-2,441;307,617;-1,221;-0,006;0,067;0,012
-1,221;307,617;-1,221;-0,006;0,067;0,006
-2,441;305,176;-1,221;-0,006;0,073;-0,006
-1,221;307,617;-2,441;-0,018;0,079;0,006
-2,441;307,617;-1,221;-0,012;0,073;0,000
1,221;307,617;-1,221;-0,012;0,061;-0,006
1,221;307,617;-1,221;0,000;0,049;0,000
-2,441;306,396;-1,221;-0,006;0,049;0,000
-2,441;307,617;-1,221;-0,012;0,018;-0,006
-1,221;307,617;-1,221;-0,006;0,006;0,006
1,221;306,396;-1,221;-0,006;-0,012;0,012
1,221;308,838;0,000;-0,006;0,006;-0,006
-2,441;307,617;-1,221;-0,012;0,006;0,006
-1,221;306,396;-1,221;0,000;0,006;0,006
0,000;306,396;-2,441;-0,018;-0,006;0,000
-2,441;306,396;-1,221;-0,012;0,006;0,006
1,221;307,617;1,221;-0,012;-0,024;0,000
2,441;306,396;0,000;-0,006;-0,031;0,000
0,000;307,617;-1,221;0,000;-0,043;-0,006
0,000;307,617;-1,221;-0,006;-0,018;0,012
-1,221;307,617;-2,441;-0,006;-0,012;0,006
-1,221;306,396;-2,441;-0,018;-0,006;-0,006
-1,221;307,617;1,221;-0,012;-0,006;0,000
1,221;307,617;-1,221;0,000;0,012;0,000
-1,221;307,617;-1,221;-0,006;0,000;-0,012
0,000;307,617;0,000;-0,006;0,006;0,000
7,324;306,396;0,000;-0,012;-0,018;0,000
14,648;307,617;1,221;-0,012;-0,043;0,000
336,914;306,396;0,000;-0,183;-0,458;0,000
308,838;307,617;1,221;-0,055;-1,495;0,000
305,176;307,617;0,000;-0,073;-2,258;-0,006
305,176;307,617;1,221;-0,049;-2,405;0,000
302,734;307,617;2,441;-0,037;-2,350;-0,012
307,617;307,617;1,221;0,000;-2,020;-0,012
306,396;307,617;1,221;0,018;-1,624;0,000
306,396;306,396;0,000;0,031;-1,257;0,000
307,617;307,617;1,221;0,024;-0,977;0,000
307,617;307,617;1,221;0,018;-0,806;0,000
308,838;307,617;-1,221;0,012;-0,787;-0,006
305,176;307,617;0,000;-0,006;-0,842;0,006
306,396;305,176;1,221;-0,018;-0,867;-0,006
305,176;307,617;2,441;-0,031;-0,854;-0,006
305,176;307,617;2,441;-0,037;-0,751;0,000
305,176;306,396;2,441;-0,024;-0,525;0,000
305,176;306,396;1,221;-0,018;-0,220;-0,006
303,955;307,617;1,221;0,000;0,171;0,000
307,617;306,396;1,221;0,012;0,531;-0,006
307,617;306,396;1,221;0,006;0,812;0,006
307,617;307,617;1,221;0,000;0,983;0,000
306,396;307,617;1,221;0,012;1,025;0,006
306,396;307,617;0,000;-0,006;0,977;-0,006
306,396;306,396;0,000;-0,012;0,836;0,006
305,176;307,617;2,441;-0,012;0,714;0,000
307,617;307,617;2,441;-0,018;0,616;0,000
306,396;307,617;0,000;-0,012;0,574;0,006
305,176;307,617;0,000;-0,012;0,537;0,000
305,176;307,617;-1,221;-0,012;0,519;0,000
306,396;307,617;1,221;-0,006;0,537;0,006
306,396;306,396;0,000;0,012;0,507;0,000
307,617;307,617;-1,221;-0,006;0,427;0,006
306,396;307,617;1,221;-0,006;0,275;0,000
305,176;305,176;0,000;0,000;0,128;-0,006
303,955;307,617;-1,221;-0,012;-0,037;0,000
303,955;306,396;2,441;-0,012;-0,201;0,000
303,955;307,617;1,221;-0,006;-0,311;0,000
306,396;307,617;1,221;-0,012;-0,354;0,006
305,176;307,617;0,000;-0,012;-0,366;0,000
305,176;307,617;-1,221;-0,012;-0,354;0,006
306,396;306,396;1,221;-0,006;-0,317;0,012
306,396;307,617;1,221;-0,012;-0,275;0,006
302,734;307,617;-1,221;0,000;-0,262;0,000
306,396;307,617;0,000;0,000;-0,305;0,000
307,617;307,617;0,000;-0,006;-0,305;-0,006
307,617;307,617;0,000;-0,006;-0,311;-0,006
305,176;307,617;0,000;-0,012;-0,299;-0,006
303,955;307,617;0,000;-0,012;-0,275;0,000
305,176;310,059;-1,221;0,000;-0,220;-0,012
306,396;307,617;0,000;-0,006;-0,122;0,006
306,396;307,617;-1,221;-0,012;-0,024;0,000
307,617;307,617;2,441;0,000;0,031;0,006
305,176;307,617;-1,221;-0,006;0,098;0,006
305,176;307,617;1,221;-0,012;0,122;0,006
307,617;306,396;0,000;0,000;0,146;0,006
303,955;308,838;1,221;0,006;0,140;0,006
305,176;307,617;1,221;-0,006;0,140;0,006
303,955;307,617;2,441;-0,012;0,128;0,006
307,617;305,176;1,221;-0,012;0,165;0,000
306,396;307,617;-1,221;-0,012;0,153;0,000
306,396;306,396;2,441;-0,006;0,171;0,000
307,617;307,617;1,221;0,000;0,189;-0,006
306,396;306,396;1,221;-0,006;0,208;0,000
306,396;306,396;2,441;-0,012;0,146;0,000
307,617;307,617;1,221;-0,006;0,116;-0,006
303,955;307,617;1,221;-0,006;0,104;0,006
307,617;306,396;1,221;-0,012;0,085;0,006
305,176;307,617;0,000;-0,006;0,043;-0,006
306,396;307,617;0,000;-0,006;0,006;0,000
