t	IF	IR	VF	VR	VelSP	VelRE
189,055	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	1,506E+3
0,004	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
1,005	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
2,005	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
3,005	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
4,005	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
5,005	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
6,005	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
7,005	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
8,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
9,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
10,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
11,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
12,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
13,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
14,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
15,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
16,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
17,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
18,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
19,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
20,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
21,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
22,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
23,009	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
24,009	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
25,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
26,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
27,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
28,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
29,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
