t	PL(A)	PL(B)	PL(T)	PL(E)	V(A)	V(B)	V(E)	I(A)	I(B)	I(E)	n_bracos	n_res
31,016	15,800	14,800	3,060E+1	0,000E+0	1,716E+2	1,717E+2	0,000E+0	1,530E-1	1,516E-1	0,000E+0	7	0001
0,000	15,800	14,700	3,050E+1	0,000E+0	1,718E+2	1,718E+2	0,000E+0	1,532E-1	1,507E-1	0,000E+0	7	0001
1,001	15,800	14,700	3,050E+1	0,000E+0	1,718E+2	1,718E+2	0,000E+0	1,532E-1	1,507E-1	0,000E+0	7	0001
2,002	15,800	14,700	3,050E+1	0,000E+0	1,719E+2	1,716E+2	0,000E+0	1,529E-1	1,506E-1	0,000E+0	7	0001
3,002	15,500	14,600	3,010E+1	0,000E+0	1,717E+2	1,717E+2	0,000E+0	1,509E-1	1,492E-1	0,000E+0	7	0001
4,002	15,700	14,700	3,040E+1	0,000E+0	1,718E+2	1,716E+2	0,000E+0	1,525E-1	1,505E-1	0,000E+0	7	0001
5,001	15,700	14,900	3,060E+1	0,000E+0	1,715E+2	1,716E+2	0,000E+0	1,526E-1	1,517E-1	0,000E+0	7	0001
6,003	15,600	14,600	3,020E+1	0,000E+0	1,718E+2	1,715E+2	0,000E+0	1,513E-1	1,490E-1	0,000E+0	7	0001
7,003	15,500	14,500	3,000E+1	0,000E+0	1,716E+2	1,713E+2	0,000E+0	1,505E-1	1,487E-1	0,000E+0	7	0001
9,003	15,800	14,800	3,060E+1	0,000E+0	1,719E+2	1,715E+2	0,000E+0	1,530E-1	1,511E-1	0,000E+0	7	0001
9,003	15,500	14,500	3,000E+1	0,000E+0	1,716E+2	1,715E+2	0,000E+0	1,509E-1	1,493E-1	0,000E+0	7	0001
10,003	15,500	14,500	3,000E+1	0,000E+0	1,716E+2	1,714E+2	0,000E+0	1,510E-1	1,484E-1	0,000E+0	7	0001
11,003	15,600	14,600	3,020E+1	0,000E+0	1,715E+2	1,716E+2	0,000E+0	1,512E-1	1,495E-1	0,000E+0	7	0001
12,002	15,600	14,600	3,020E+1	0,000E+0	1,715E+2	1,716E+2	0,000E+0	1,512E-1	1,495E-1	0,000E+0	7	0001
