t	PL(A)	PL(B)	PL(T)	PL(E)	V(A)	V(B)	V(E)	I(A)	I(B)	I(E)	n_bracos	n_res
26,015	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
0,002	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
1,002	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
2,002	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
3,003	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
4,004	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
5,005	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
6,005	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
7,006	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
8,005	20,100	0,000	2,010E+1	0,000E+0	5,011E+1	4,159E+1	0,000E+0	2,230E+0	0,000E+0	0,000E+0	7	0001
9,007	112,700	0,100	1,128E+2	0,000E+0	8,495E+1	5,580E+1	0,000E+0	5,341E+0	0,000E+0	0,000E+0	7	0001
10,007	0,500	4,100	4,600E+0	0,000E+0	2,943E+1	3,700E+1	0,000E+0	5,668E-1	8,093E-1	0,000E+0	7	0001
11,009	0,000	0,000	0,000E+0	0,000E+0	1,159E+1	1,217E+1	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
12,009	0,000	0,000	0,000E+0	0,000E+0	1,159E+1	1,217E+1	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
13,010	0,000	0,000	0,000E+0	0,000E+0	4,260E+0	4,240E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
14,010	16,600	18,800	3,540E+1	0,000E+0	2,344E+1	4,583E+1	0,000E+0	2,870E+0	2,998E+0	0,000E+0	7	0001
15,009	58,500	58,700	1,172E+2	0,000E+0	3,970E+1	5,677E+1	0,000E+0	5,409E+0	5,398E+0	0,000E+0	7	0001
16,010	28,200	31,000	5,920E+1	0,000E+0	1,208E+2	1,167E+2	0,000E+0	8,834E-1	1,630E+0	0,000E+0	7	0001
17,009	35,900	44,700	8,060E+1	0,000E+0	1,803E+2	1,803E+2	0,000E+0	4,965E-1	4,909E-1	0,000E+0	7	0001
18,010	10,700	10,200	2,090E+1	0,000E+0	1,708E+2	1,706E+2	0,000E+0	1,091E-1	1,081E-1	0,000E+0	7	0001
19,011	15,400	14,500	2,990E+1	0,000E+0	1,676E+2	1,675E+2	0,000E+0	1,577E-1	1,564E-1	0,000E+0	7	0001
20,012	18,700	17,800	3,650E+1	0,000E+0	1,722E+2	1,720E+2	0,000E+0	1,772E-1	1,766E-1	0,000E+0	7	0001
21,013	15,800	14,800	3,060E+1	0,000E+0	1,717E+2	1,717E+2	0,000E+0	1,527E-1	1,508E-1	0,000E+0	7	0001
22,013	16,400	15,300	3,170E+1	0,000E+0	1,718E+2	1,715E+2	0,000E+0	1,578E-1	1,551E-1	0,000E+0	7	0001
23,013	16,200	15,200	3,140E+1	0,000E+0	1,718E+2	1,718E+2	0,000E+0	1,561E-1	1,540E-1	0,000E+0	7	0001
24,013	16,200	15,200	3,140E+1	0,000E+0	1,718E+2	1,718E+2	0,000E+0	1,561E-1	1,540E-1	0,000E+0	7	0001
25,013	16,100	15,100	3,120E+1	0,000E+0	1,719E+2	1,717E+2	0,000E+0	1,562E-1	1,543E-1	0,000E+0	7	0001
26,012	15,900	14,900	3,080E+1	0,000E+0	1,716E+2	1,716E+2	0,000E+0	1,538E-1	1,521E-1	0,000E+0	7	0001
27,014	15,800	14,700	3,050E+1	0,000E+0	1,719E+2	1,715E+2	0,000E+0	1,530E-1	1,508E-1	0,000E+0	7	0001
28,014	15,800	14,700	3,050E+1	0,000E+0	1,719E+2	1,715E+2	0,000E+0	1,530E-1	1,508E-1	0,000E+0	7	0001
29,014	15,700	14,600	3,030E+1	0,000E+0	1,716E+2	1,715E+2	0,000E+0	1,525E-1	1,495E-1	0,000E+0	7	0001
30,014	15,800	15,000	3,080E+1	0,000E+0	1,717E+2	1,719E+2	0,000E+0	1,534E-1	1,530E-1	0,000E+0	7	0001
