t	PL(A)	PL(B)	PL(T)	PL(E)	V(A)	V(B)	V(E)	I(A)	I(B)	I(E)	n_bracos	n_res
50,008	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
0,004	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,590E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
1,003	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,590E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
2,003	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,590E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
3,003	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,590E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
4,003	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,590E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
5,004	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,590E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
6,004	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,590E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
7,004	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,590E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
8,004	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,590E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
9,004	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,590E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
10,004	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,590E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
11,005	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,590E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
12,005	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,580E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
13,006	1,600	0,000	1,600E+0	0,000E+0	2,379E+1	7,510E+0	0,000E+0	6,035E-1	0,000E+0	0,000E+0	7	1000
14,006	83,000	0,000	8,300E+1	0,000E+0	7,850E+1	8,150E+0	0,000E+0	4,516E+0	0,000E+0	0,000E+0	7	1000
15,006	10,700	0,100	1,080E+1	0,000E+0	9,143E+1	3,016E+1	0,000E+0	9,156E-1	8,196E-1	0,000E+0	7	1000
16,006	44,400	0,100	4,450E+1	0,000E+0	1,550E+2	6,053E+1	0,000E+0	6,322E-1	6,210E-1	0,000E+0	7	1000
17,006	11,800	0,100	1,190E+1	0,000E+0	1,771E+2	5,685E+1	0,000E+0	1,154E-1	1,145E-1	0,000E+0	7	1000
18,006	11,800	0,100	1,190E+1	0,000E+0	1,771E+2	5,685E+1	0,000E+0	1,154E-1	1,145E-1	0,000E+0	7	1000
19,006	6,000	0,100	6,100E+0	0,000E+0	1,593E+2	5,009E+1	0,000E+0	7,070E-2	7,010E-2	0,000E+0	7	1000
20,006	7,600	0,000	7,600E+0	0,000E+0	1,566E+2	5,432E+1	0,000E+0	8,970E-2	8,900E-2	0,000E+0	7	1000
21,006	12,600	0,000	1,260E+1	0,000E+0	1,634E+2	6,021E+1	0,000E+0	1,363E-1	1,346E-1	0,000E+0	7	1000
22,006	16,900	0,100	1,700E+1	0,000E+0	1,709E+2	6,169E+1	0,000E+0	1,651E-1	1,619E-1	0,000E+0	7	1000
23,006	13,000	0,000	1,300E+1	0,000E+0	1,714E+2	5,973E+1	0,000E+0	1,294E-1	1,282E-1	0,000E+0	7	1000
24,006	11,000	0,000	1,100E+1	0,000E+0	1,680E+2	5,801E+1	0,000E+0	1,139E-1	1,133E-1	0,000E+0	7	1000
25,006	11,500	0,000	1,150E+1	0,000E+0	1,674E+2	5,871E+1	0,000E+0	1,194E-1	1,183E-1	0,000E+0	7	1000
26,006	12,700	0,000	1,270E+1	0,000E+0	1,687E+2	6,011E+1	0,000E+0	1,299E-1	1,288E-1	0,000E+0	7	1000
27,006	13,300	0,000	1,330E+1	0,000E+0	1,701E+2	6,026E+1	0,000E+0	1,339E-1	1,317E-1	0,000E+0	7	1000
28,006	12,500	0,000	1,250E+1	0,000E+0	1,700E+2	5,992E+1	0,000E+0	1,269E-1	1,258E-1	0,000E+0	7	1000
29,007	12,000	0,000	1,200E+1	0,000E+0	1,688E+2	5,938E+1	0,000E+0	1,234E-1	1,222E-1	0,000E+0	7	1000
30,008	12,600	0,000	1,260E+1	0,000E+0	1,693E+2	5,977E+1	0,000E+0	1,284E-1	1,264E-1	0,000E+0	7	1000
31,009	12,800	0,000	1,280E+1	0,000E+0	1,697E+2	6,014E+1	0,000E+0	1,303E-1	1,290E-1	0,000E+0	7	1000
32,008	12,500	0,000	1,250E+1	0,000E+0	1,696E+2	5,955E+1	0,000E+0	1,272E-1	1,264E-1	0,000E+0	7	1000
33,008	12,500	0,000	1,250E+1	0,000E+0	1,696E+2	5,955E+1	0,000E+0	1,272E-1	1,264E-1	0,000E+0	7	1000
34,008	12,400	0,000	1,240E+1	0,000E+0	1,693E+2	5,984E+1	0,000E+0	1,266E-1	1,255E-1	0,000E+0	7	1000
35,009	12,400	0,000	1,240E+1	0,000E+0	1,693E+2	5,984E+1	0,000E+0	1,266E-1	1,255E-1	0,000E+0	7	1000
36,009	12,700	0,000	1,270E+1	0,000E+0	1,696E+2	6,012E+1	0,000E+0	1,291E-1	1,280E-1	0,000E+0	7	1000
37,010	12,600	0,000	1,260E+1	0,000E+0	1,697E+2	6,010E+1	0,000E+0	1,281E-1	1,266E-1	0,000E+0	7	1000
38,010	12,800	0,000	1,280E+1	0,000E+0	1,698E+2	5,981E+1	0,000E+0	1,292E-1	1,277E-1	0,000E+0	7	1000
