t	PL(A)	PL(B)	PL(T)	PL(E)	V(A)	V(B)	V(E)	I(A)	I(B)	I(E)	n_bracos	n_res
2795,629	0,000	0,000	0,000E+0	0,000E+0	2,497E+1	2,483E+1	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
0,024	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
1,024	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
2,023	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
3,024	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
4,023	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
5,024	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
6,024	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
7,024	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
8,025	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
9,024	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
10,025	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
11,024	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
12,025	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
13,025	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
14,025	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
15,025	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
16,024	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
17,025	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
18,024	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
19,025	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
20,025	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
21,025	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
22,025	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
23,024	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
24,025	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
25,025	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
26,027	43,500	0,000	4,350E+1	0,000E+0	6,458E+1	4,661E+1	0,000E+0	3,259E+0	2,640E-2	0,000E+0	7	0001
27,027	43,500	0,000	4,350E+1	0,000E+0	6,458E+1	4,661E+1	0,000E+0	3,259E+0	2,640E-2	0,000E+0	7	0001
28,026	707,900	0,200	7,081E+2	0,000E+0	3,024E+2	5,726E+1	0,000E+0	2,773E+0	7,050E-2	0,000E+0	7	0001
29,027	0,300	4,100	4,400E+0	0,000E+0	2,531E+1	2,696E+1	0,000E+0	2,682E-1	8,165E-1	0,000E+0	7	0001
30,026	0,000	0,000	0,000E+0	0,000E+0	1,020E+1	1,037E+1	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
31,027	0,000	0,000	0,000E+0	0,000E+0	3,490E+0	3,570E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	0001
32,026	10,200	13,400	2,360E+1	0,000E+0	1,946E+1	4,361E+1	0,000E+0	2,213E+0	2,521E+0	0,000E+0	7	0001
33,027	58,100	57,900	1,160E+2	0,000E+0	4,004E+1	5,688E+1	0,000E+0	5,344E+0	5,333E+0	0,000E+0	7	0001
34,028	24,100	31,500	5,560E+1	0,000E+0	1,149E+2	1,051E+2	0,000E+0	9,065E-1	2,601E+0	0,000E+0	7	0001
35,028	15,800	16,200	3,200E+1	0,000E+0	1,802E+2	1,797E+2	0,000E+0	1,808E-1	1,770E-1	0,000E+0	7	0001
36,029	5,500	4,900	1,040E+1	0,000E+0	1,642E+2	1,641E+2	0,000E+0	6,380E-2	6,300E-2	0,000E+0	7	0001
37,029	4,300	3,600	7,900E+0	0,000E+0	1,524E+2	1,521E+2	0,000E+0	5,580E-2	5,490E-2	0,000E+0	7	0001
38,030	6,800	5,900	1,270E+1	0,000E+0	1,524E+2	1,519E+2	0,000E+0	8,510E-2	8,400E-2	0,000E+0	7	0001
39,030	6,800	5,900	1,270E+1	0,000E+0	1,524E+2	1,519E+2	0,000E+0	8,510E-2	8,400E-2	0,000E+0	7	0001
40,030	13,400	12,100	2,550E+1	0,000E+0	1,625E+2	1,621E+2	0,000E+0	1,456E-1	1,432E-1	0,000E+0	7	0001
41,030	14,000	13,100	2,710E+1	0,000E+0	1,724E+2	1,719E+2	0,000E+0	1,388E-1	1,368E-1	0,000E+0	7	0001
42,030	10,900	10,100	2,100E+1	0,000E+0	1,695E+2	1,692E+2	0,000E+0	1,126E-1	1,110E-1	0,000E+0	7	0001
