t	PL(A)	PL(B)	PL(T)	PL(E)	V(A)	V(B)	V(E)	I(A)	I(B)	I(E)	n_bracos	n_res
426,178	0,200	0,300	5,000E-1	0,000E+0	6,407E+1	6,406E+1	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
0,040	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	8,585E+1	1,296E+1	0,000E+0	0,000E+0	0,000E+0	0	1000
1,040	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	8,585E+1	1,296E+1	0,000E+0	0,000E+0	0,000E+0	0	1000
2,039	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	8,583E+1	1,296E+1	0,000E+0	0,000E+0	0,000E+0	0	1000
3,041	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	8,582E+1	1,296E+1	0,000E+0	0,000E+0	0,000E+0	0	1000
4,040	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	8,587E+1	1,297E+1	0,000E+0	0,000E+0	0,000E+0	0	1000
5,041	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	8,594E+1	1,298E+1	0,000E+0	0,000E+0	0,000E+0	0	1000
6,041	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	8,596E+1	1,298E+1	0,000E+0	0,000E+0	0,000E+0	0	1000
7,040	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	8,596E+1	1,298E+1	0,000E+0	0,000E+0	0,000E+0	0	1000
8,041	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	8,594E+1	1,297E+1	0,000E+0	0,000E+0	0,000E+0	0	1000
9,041	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	8,594E+1	1,297E+1	0,000E+0	0,000E+0	0,000E+0	0	1000
10,042	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	8,592E+1	1,297E+1	0,000E+0	0,000E+0	0,000E+0	0	1000
11,042	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	8,587E+1	1,296E+1	0,000E+0	0,000E+0	0,000E+0	0	1000
12,042	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	8,594E+1	1,297E+1	0,000E+0	0,000E+0	0,000E+0	0	1000
13,042	13,300	188,800	2,021E+2	0,000E+0	4,268E+1	1,689E+2	1,314E+1	2,528E+0	1,118E+0	0,000E+0	0	1000
14,041	56,700	115,000	1,717E+2	0,000E+0	5,454E+1	9,446E+1	1,312E+1	5,338E+0	5,365E+0	0,000E+0	0	1000
15,042	58,500	108,200	1,667E+2	0,000E+0	6,329E+1	1,009E+2	1,310E+1	5,057E+0	5,010E+0	0,000E+0	0	1000
16,041	0,000	0,000	0,000E+0	0,000E+0	1,278E+1	8,635E+1	1,304E+1	0,000E+0	0,000E+0	0,000E+0	0	1000
17,042	0,000	0,000	0,000E+0	0,000E+0	6,640E+0	8,606E+1	1,300E+1	0,000E+0	0,000E+0	0,000E+0	0	1000
18,042	0,000	0,000	0,000E+0	0,000E+0	6,640E+0	8,606E+1	1,300E+1	0,000E+0	0,000E+0	0,000E+0	0	1000
19,042	0,000	15,100	1,510E+1	0,000E+0	2,486E+1	9,225E+1	1,308E+1	0,000E+0	1,100E+0	0,000E+0	0	1000
20,042	0,100	96,300	9,640E+1	0,000E+0	5,290E+1	1,150E+2	1,305E+1	0,000E+0	4,890E+0	0,000E+0	0	1000
21,041	17,500	44,900	6,240E+1	0,000E+0	1,007E+2	1,155E+2	1,316E+1	1,143E+0	3,825E+0	0,000E+0	0	1000
22,042	44,500	19,700	6,420E+1	0,000E+0	1,655E+2	1,357E+2	1,495E+1	6,080E-1	5,996E-1	0,000E+0	0	1000
23,041	9,700	3,900	1,360E+1	0,000E+0	1,747E+2	1,372E+2	1,620E+1	9,640E-2	9,590E-2	0,000E+0	0	1000
24,042	5,400	1,900	7,300E+0	0,000E+0	1,556E+2	1,282E+2	1,554E+1	6,660E-2	6,570E-2	0,000E+0	0	1000
25,042	7,900	2,900	1,080E+1	0,000E+0	1,556E+2	1,308E+2	1,533E+1	9,370E-2	9,250E-2	0,000E+0	0	1000
26,042	5,500	2,000	7,500E+0	0,000E+0	1,446E+2	1,241E+2	1,504E+1	7,710E-2	7,630E-2	0,000E+0	0	1000
27,042	0,100	0,000	1,000E-1	0,000E+0	1,027E+2	9,996E+1	1,459E+1	0,000E+0	0,000E+0	0,000E+0	0	1000
28,042	0,100	0,100	2,000E-1	0,000E+0	8,427E+1	9,509E+1	1,418E+1	0,000E+0	0,000E+0	0,000E+0	0	1000
29,044	0,100	0,100	2,000E-1	0,000E+0	8,427E+1	9,509E+1	1,418E+1	0,000E+0	0,000E+0	0,000E+0	0	1000
30,043	0,200	0,100	3,000E-1	0,000E+0	6,234E+1	9,673E+1	1,446E+1	0,000E+0	0,000E+0	0,000E+0	0	1000
31,045	0,100	0,000	1,000E-1	0,000E+0	4,872E+1	8,854E+1	1,330E+1	0,000E+0	0,000E+0	0,000E+0	0	1000
