t	PL(A)	PL(B)	PL(T)	PL(E)	V(A)	V(B)	V(E)	I(A)	I(B)	I(E)	n_bracos	n_res
52,018	0,100	0,000	1,000E-1	0,000E+0	9,071E+1	4,140E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
0,008	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,870E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
1,008	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,870E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
2,009	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,870E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
3,009	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,870E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
4,009	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,870E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
5,011	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,860E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
6,011	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,870E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
7,012	0,000	0,000	0,000E+0	0,000E+0	7,830E+0	1,761E+1	0,000E+0	9,140E-2	0,000E+0	0,000E+0	0	1000
8,011	54,200	0,100	5,430E+1	0,000E+0	6,879E+1	4,780E+1	0,000E+0	3,687E+0	5,420E-2	0,000E+0	0	1000
9,013	5,100	0,200	5,300E+0	0,000E+0	7,485E+1	5,632E+1	0,000E+0	1,841E+0	8,287E-1	0,000E+0	0	1000
10,014	0,000	0,000	0,000E+0	0,000E+0	1,829E+1	2,880E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
11,014	0,000	0,000	0,000E+0	0,000E+0	1,829E+1	2,880E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
12,015	0,000	0,000	0,000E+0	0,000E+0	1,088E+1	2,880E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
13,014	0,000	0,000	0,000E+0	0,000E+0	3,010E+0	5,560E+0	0,000E+0	5,360E-2	2,358E-1	0,000E+0	0	1000
14,015	25,500	0,100	2,560E+1	0,000E+0	2,808E+1	1,632E+1	0,000E+0	3,572E+0	3,589E+0	0,000E+0	0	1000
15,015	53,600	0,500	5,410E+1	0,000E+0	1,006E+2	2,435E+1	0,000E+0	2,962E+0	5,246E+0	0,000E+0	0	1000
16,016	35,700	0,200	3,590E+1	0,000E+0	1,363E+2	6,101E+1	0,000E+0	6,022E-1	5,972E-1	0,000E+0	0	1000
17,016	23,000	0,300	2,330E+1	0,000E+0	1,820E+2	6,055E+1	0,000E+0	3,153E-1	3,169E-1	0,000E+0	0	1000
