t	PL(A)	PL(B)	PL(T)	PL(E)	V(A)	V(B)	V(E)	I(A)	I(B)	I(E)	n_bracos	n_res
157,041	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
0,003	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
1,002	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
2,004	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
3,005	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
4,006	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
5,006	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
6,005	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
7,006	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
8,006	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
9,007	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
10,007	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
11,006	3,800	5,800	9,600E+0	0,000E+0	1,369E+1	3,883E+1	0,000E+0	1,296E+0	1,715E+0	0,000E+0	0	1000
12,008	3,800	5,800	9,600E+0	0,000E+0	1,369E+1	3,883E+1	0,000E+0	1,296E+0	1,715E+0	0,000E+0	0	1000
13,007	3,800	5,800	9,600E+0	0,000E+0	1,369E+1	3,883E+1	0,000E+0	1,296E+0	1,715E+0	0,000E+0	0	1000
14,008	3,800	5,800	9,600E+0	0,000E+0	1,369E+1	3,883E+1	0,000E+0	1,296E+0	1,715E+0	0,000E+0	0	1000
15,008	3,800	5,800	9,600E+0	0,000E+0	1,369E+1	3,883E+1	0,000E+0	1,296E+0	1,715E+0	0,000E+0	0	1000
16,009	3,800	5,800	9,600E+0	0,000E+0	1,369E+1	3,883E+1	0,000E+0	1,296E+0	1,715E+0	0,000E+0	0	1000
17,010	3,800	5,800	9,600E+0	0,000E+0	1,369E+1	3,883E+1	0,000E+0	1,296E+0	1,715E+0	0,000E+0	0	1000
18,009	3,800	5,800	9,600E+0	0,000E+0	1,369E+1	3,883E+1	0,000E+0	1,296E+0	1,715E+0	0,000E+0	0	1000
19,010	3,800	5,800	9,600E+0	0,000E+0	1,369E+1	3,883E+1	0,000E+0	1,296E+0	1,715E+0	0,000E+0	0	1000
20,009	3,800	5,800	9,600E+0	0,000E+0	1,369E+1	3,883E+1	0,000E+0	1,296E+0	1,715E+0	0,000E+0	0	1000
21,010	3,800	5,800	9,600E+0	0,000E+0	1,369E+1	3,883E+1	0,000E+0	1,296E+0	1,715E+0	0,000E+0	0	1000
