t	PL(A)	PL(B)	PL(T)	PL(E)	V(A)	V(B)	V(E)	I(A)	I(B)	I(E)	n_bracos	n_res
82,021	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,490E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
0,007	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,490E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
1,008	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,490E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
2,007	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,490E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
3,007	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,490E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
4,007	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,490E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
5,008	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,490E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
6,010	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,500E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
7,009	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,500E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
8,011	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,510E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
9,010	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,500E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
10,010	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,500E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
11,010	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,510E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
12,010	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,500E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	7	1000
