t	IF	IR	VF	VR	VelSP	VelRE
0,011	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
0,005	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
1,005	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
2,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
3,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
4,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
5,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
6,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
7,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
8,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
9,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
10,007	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
11,007	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
12,008	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
13,008	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	1,318E+3
14,007	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,905E+3
15,008	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,651E+3
16,008	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,388E+3
17,008	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,384E+3
18,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,526E+3
19,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,485E+3
20,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,491E+3
21,008	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,512E+3
22,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
23,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,477E+3
24,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
25,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,512E+3
26,008	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,501E+3
27,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
28,008	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,486E+3
29,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,499E+3
30,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,506E+3
31,010	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,517E+3
32,010	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,515E+3
33,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,509E+3
34,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,514E+3
35,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
36,010	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,494E+3
37,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
38,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,505E+3
39,012	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,509E+3
40,012	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
41,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
42,012	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
43,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
44,012	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,485E+3
45,012	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
46,012	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,499E+3
47,012	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,494E+3
48,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,490E+3
49,013	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,494E+3
50,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,508E+3
