t	IF	IR	VF	VR	VelSP	VelRE
0,000	0,000	0,000	0,000E+0	2,400E+1	0,000E+0
0,010	0,000	0,000	0,000E+0	2,400E+1	0,000E+0	0,000E+0
1,011	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
2,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
3,011	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
4,012	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
5,011	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
6,012	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
7,011	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
8,013	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
9,012	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
10,013	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
11,013	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
12,012	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
13,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	1,243E+3
14,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,939E+3
15,015	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,823E+3
16,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,548E+3
17,015	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,288E+3
18,015	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,232E+3
19,015	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,487E+3
20,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,586E+3
21,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,553E+3
22,019	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,485E+3
23,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,474E+3
24,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,491E+3
25,019	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,517E+3
26,019	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,497E+3
27,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,487E+3
28,019	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,497E+3
29,019	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,497E+3
30,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,506E+3
31,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
32,021	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,520E+3
33,021	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
34,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
35,021	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,490E+3
36,021	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,505E+3
37,020	0,000	0,000	4,000E-1	2,400E+1	3,500E+3	3,493E+3
38,022	0,008	0,000	8,800E-1	2,400E+1	3,500E+3	3,492E+3
39,021	0,021	0,000	8,800E-1	2,400E+1	3,500E+3	3,489E+3
40,023	0,021	0,000	1,530E+0	2,400E+1	3,500E+3	3,503E+3
41,023	0,030	0,000	1,970E+0	2,400E+1	3,500E+3	3,475E+3
42,024	0,042	0,000	1,970E+0	2,400E+1	3,500E+3	3,494E+3
43,024	0,042	0,000	2,650E+0	2,400E+1	3,500E+3	3,511E+3
44,023	0,051	0,000	3,220E+0	2,400E+1	3,500E+3	3,490E+3
45,024	0,062	0,000	3,220E+0	2,400E+1	3,500E+3	3,497E+3
46,024	0,062	0,000	3,770E+0	2,400E+1	3,500E+3	3,501E+3
47,025	0,071	0,000	4,200E+0	2,400E+1	3,500E+3	3,454E+3
