t	IF	IR	VF	VR	VelSP	VelRE
32,015	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,488E+3
0,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,488E+3
1,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,488E+3
2,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,488E+3
3,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,488E+3
4,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,488E+3
5,010	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,488E+3
6,010	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,488E+3
7,010	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,488E+3
8,010	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,488E+3
9,010	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,488E+3
10,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,488E+3
11,012	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,488E+3
12,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,488E+3
13,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,488E+3
14,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,488E+3
15,011	0,000	0,000	0,000E+0	2,400E+1	3,500E+3	3,488E+3
16,011	0,000	0,000	0,000E+0	2,400E+1	3,500E+3	3,488E+3
17,011	0,000	0,000	0,000E+0	2,400E+1	3,500E+3	3,488E+3
18,012	0,000	0,000	0,000E+0	2,400E+1	3,500E+3	3,488E+3
19,011	0,000	0,000	0,000E+0	2,400E+1	3,500E+3	3,488E+3
20,011	0,000	0,000	0,000E+0	2,400E+1	3,500E+3	3,488E+3
21,011	0,000	0,000	0,000E+0	2,400E+1	3,500E+3	3,488E+3
22,011	0,000	0,000	0,000E+0	2,400E+1	3,500E+3	3,488E+3
23,011	0,000	0,000	0,000E+0	2,400E+1	3,500E+3	3,488E+3
24,011	0,000	0,000	0,000E+0	2,400E+1	3,500E+3	3,488E+3
25,012	0,000	0,000	0,000E+0	2,400E+1	3,500E+3	3,488E+3
26,011	0,000	0,000	0,000E+0	2,400E+1	3,500E+3	3,488E+3
27,011	0,000	0,000	0,000E+0	2,400E+1	3,500E+3	3,488E+3
28,011	0,000	0,000	0,000E+0	2,400E+1	3,500E+3	3,488E+3
29,011	0,000	0,000	0,000E+0	2,400E+1	3,500E+3	3,488E+3
