t	IF	IR	VF	VR	VelSP	VelRE
100,037	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	1,657E+3
0,009	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
1,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
2,009	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
3,009	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
4,009	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
5,009	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
6,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
7,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
8,010	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
9,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	1,084E+3
10,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,848E+3
11,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,791E+3
12,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
13,012	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,287E+3
14,012	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,327E+3
15,012	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,535E+3
16,012	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,527E+3
17,012	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
18,012	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,478E+3
19,012	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
20,013	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,523E+3
21,013	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
22,013	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,502E+3
23,013	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,495E+3
24,013	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,512E+3
25,013	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,490E+3
26,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,515E+3
27,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,495E+3
28,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,497E+3
29,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,501E+3
30,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,493E+3
31,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,493E+3
32,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,508E+3
33,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
34,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
35,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
36,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,502E+3
37,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,513E+3
38,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,497E+3
39,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,488E+3
40,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,505E+3
41,015	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,493E+3
42,016	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
43,016	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
44,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,492E+3
45,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,509E+3
46,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,514E+3
47,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
48,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,511E+3
49,018	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	3,238E+3
50,018	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	2,693E+3
51,018	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	2,431E+3
