t	IF	IR	VF	VR	VelSP	VelRE
2275,541	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
0,005	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
1,005	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
2,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
3,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
4,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
5,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
6,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
7,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
8,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
9,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
10,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
11,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
12,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
13,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
14,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
15,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
16,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
17,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
18,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
19,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
20,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
21,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
22,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
23,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
24,009	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
25,009	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
26,009	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
27,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
28,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
29,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
30,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
31,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
32,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
33,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
34,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
35,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
36,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
37,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
38,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
39,011	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
40,011	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
41,011	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
42,011	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
43,011	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
44,011	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
45,011	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
46,013	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
47,012	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
48,013	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
49,013	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
50,013	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
51,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
52,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
53,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
54,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
55,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
56,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
57,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
58,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
59,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
60,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
61,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
62,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
63,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
64,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
65,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
66,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
67,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
68,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
69,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
70,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
71,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
72,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
73,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
74,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
75,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
76,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
77,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
78,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
79,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
80,017	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
81,017	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
82,017	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
83,017	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
84,017	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
85,017	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
86,018	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
87,017	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
88,017	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
89,017	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
90,018	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
91,018	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
92,019	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
93,020	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
94,019	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
95,019	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
96,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
97,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
98,021	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
99,021	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
100,023	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
101,022	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
102,022	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
103,023	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	8,770E+2
104,023	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,585E+3
105,023	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,757E+3
106,023	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,492E+3
107,023	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,308E+3
108,024	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,445E+3
109,024	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,569E+3
110,024	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,512E+3
111,025	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,485E+3
112,025	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,502E+3
113,025	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,511E+3
114,026	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,490E+3
115,026	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
116,027	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
117,028	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
118,028	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,494E+3
119,028	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,501E+3
120,029	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,506E+3
121,030	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
122,030	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,512E+3
123,030	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
124,030	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,494E+3
125,030	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,500E+3
126,032	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,515E+3
127,032	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
128,032	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
129,032	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
130,033	0,000	0,000	3,600E-1	2,400E+1	3,500E+3	3,489E+3
131,033	0,000	0,000	4,400E-1	2,400E+1	3,500E+3	3,496E+3
132,033	0,000	0,000	4,400E-1	2,400E+1	3,500E+3	3,498E+3
133,034	0,004	0,000	5,400E-1	2,400E+1	3,500E+3	3,494E+3
134,033	0,006	0,000	6,200E-1	2,400E+1	3,500E+3	3,492E+3
135,033	0,006	0,000	6,200E-1	2,400E+1	3,500E+3	3,514E+3
136,033	0,008	0,000	1,820E+0	2,400E+1	3,500E+3	3,493E+3
137,033	0,025	0,000	1,690E+0	2,400E+1	3,500E+3	3,496E+3
138,033	0,034	0,000	1,690E+0	2,400E+1	3,500E+3	3,506E+3
139,033	0,034	0,000	1,990E+0	2,400E+1	3,500E+3	3,505E+3
140,034	0,041	0,000	2,450E+0	2,400E+1	3,500E+3	3,490E+3
141,033	0,041	0,000	2,450E+0	2,400E+1	3,500E+3	3,507E+3
142,033	0,048	0,000	2,840E+0	2,400E+1	3,500E+3	3,485E+3
143,033	0,056	0,000	3,250E+0	2,400E+1	3,500E+3	3,494E+3
144,033	0,062	0,000	3,250E+0	2,400E+1	3,500E+3	3,498E+3
145,034	0,062	0,000	3,520E+0	2,400E+1	3,500E+3	3,465E+3
146,034	0,070	0,000	3,980E+0	2,400E+1	3,500E+3	3,516E+3
147,036	0,070	0,000	3,980E+0	2,400E+1	3,500E+3	3,489E+3
148,035	0,076	0,000	4,280E+0	2,400E+1	3,500E+3	3,499E+3
149,035	0,084	0,000	4,640E+0	2,400E+1	3,500E+3	3,516E+3
150,036	0,090	0,000	4,640E+0	2,400E+1	3,500E+3	3,527E+3
151,037	0,090	0,000	4,960E+0	2,400E+1	3,500E+3	3,503E+3
152,038	0,096	0,000	5,290E+0	2,400E+1	3,500E+3	3,498E+3
153,039	0,096	0,000	5,290E+0	2,400E+1	3,500E+3	3,501E+3
154,040	0,101	0,000	5,530E+0	2,400E+1	3,500E+3	3,497E+3
155,039	0,105	0,000	5,680E+0	2,400E+1	3,500E+3	3,501E+3
156,040	0,109	0,000	5,680E+0	2,400E+1	3,500E+3	3,516E+3
157,041	0,109	0,000	5,920E+0	2,400E+1	3,500E+3	3,501E+3
158,041	0,113	0,000	6,150E+0	2,400E+1	3,500E+3	3,512E+3
159,041	0,113	0,000	6,150E+0	2,400E+1	3,500E+3	3,491E+3
160,041	0,117	0,000	6,280E+0	2,400E+1	3,500E+3	3,488E+3
161,041	0,118	0,000	6,380E+0	2,400E+1	3,500E+3	3,517E+3
162,042	0,120	0,000	6,380E+0	2,400E+1	3,500E+3	3,501E+3
163,043	0,120	0,000	6,500E+0	2,400E+1	3,500E+3	3,494E+3
164,042	0,122	0,000	6,560E+0	2,400E+1	3,500E+3	3,494E+3
165,043	0,122	0,000	6,560E+0	2,400E+1	3,500E+3	3,490E+3
166,043	0,124	0,000	6,660E+0	2,400E+1	3,500E+3	3,491E+3
167,043	0,124	0,000	6,690E+0	2,400E+1	3,500E+3	3,484E+3
168,044	0,126	0,000	6,690E+0	2,400E+1	3,500E+3	3,500E+3
169,045	0,126	0,000	6,760E+0	2,400E+1	3,500E+3	3,495E+3
170,046	0,127	0,000	6,800E+0	2,400E+1	3,500E+3	3,502E+3
171,045	0,127	0,000	6,800E+0	2,400E+1	3,500E+3	3,495E+3
172,045	0,127	0,000	6,830E+0	2,400E+1	3,500E+3	3,516E+3
173,045	0,128	0,000	6,860E+0	2,400E+1	3,500E+3	3,510E+3
174,046	0,128	0,000	6,860E+0	2,400E+1	3,500E+3	3,491E+3
175,047	0,128	0,000	6,890E+0	2,400E+1	3,500E+3	3,512E+3
176,048	0,129	0,000	6,910E+0	2,400E+1	3,500E+3	3,503E+3
177,048	0,129	0,000	6,910E+0	2,400E+1	3,500E+3	3,500E+3
178,049	0,129	0,000	6,920E+0	2,400E+1	3,500E+3	3,493E+3
179,049	0,130	0,000	6,940E+0	2,400E+1	3,500E+3	3,501E+3
180,050	0,130	0,000	6,940E+0	2,400E+1	3,500E+3	3,499E+3
181,050	0,130	0,000	6,960E+0	2,400E+1	3,500E+3	3,495E+3
182,051	0,130	0,000	6,980E+0	2,400E+1	3,500E+3	3,495E+3
183,051	0,130	0,000	6,980E+0	2,400E+1	3,500E+3	3,412E+3
184,053	0,151	0,000	8,190E+0	2,400E+1	3,500E+3	3,469E+3
185,053	0,148	0,000	7,920E+0	2,400E+1	3,500E+3	3,515E+3
186,054	0,148	0,000	7,920E+0	2,400E+1	3,500E+3	3,504E+3
187,054	0,148	0,000	7,890E+0	2,400E+1	3,500E+3	3,486E+3
188,054	0,155	0,000	8,290E+0	2,400E+1	3,500E+3	3,499E+3
189,055	0,155	0,000	8,290E+0	2,400E+1	3,500E+3	3,506E+3
190,056	0,155	0,000	8,250E+0	2,400E+1	3,500E+3	3,498E+3
191,056	0,157	0,000	8,380E+0	2,400E+1	3,500E+3	3,492E+3
192,056	0,157	0,000	8,380E+0	2,400E+1	3,500E+3	3,494E+3
193,056	0,158	0,000	8,410E+0	2,400E+1	3,500E+3	3,498E+3
194,056	0,160	0,000	8,500E+0	2,400E+1	3,500E+3	3,504E+3
195,057	0,160	0,000	8,500E+0	2,400E+1	3,500E+3	3,498E+3
196,057	0,160	0,000	8,520E+0	2,400E+1	3,500E+3	3,508E+3
197,057	0,161	0,000	8,570E+0	2,400E+1	3,500E+3	3,494E+3
198,057	0,161	0,000	8,570E+0	2,400E+1	3,500E+3	3,494E+3
199,057	0,162	0,000	8,600E+0	2,400E+1	3,500E+3	3,493E+3
200,057	0,162	0,000	8,620E+0	2,400E+1	3,500E+3	3,497E+3
201,057	0,162	0,000	8,620E+0	2,400E+1	3,500E+3	3,506E+3
202,058	0,162	0,000	8,630E+0	2,400E+1	3,500E+3	3,487E+3
203,058	0,163	0,000	8,660E+0	2,400E+1	3,500E+3	3,488E+3
204,058	0,163	0,000	8,660E+0	2,400E+1	3,500E+3	3,493E+3
205,058	0,163	0,000	8,670E+0	2,400E+1	3,500E+3	3,511E+3
206,059	0,163	0,000	8,690E+0	2,400E+1	3,500E+3	3,505E+3
207,058	0,163	0,000	8,690E+0	2,400E+1	3,500E+3	3,492E+3
208,058	0,164	0,000	8,690E+0	2,400E+1	3,500E+3	3,503E+3
209,058	0,164	0,000	8,710E+0	2,400E+1	3,500E+3	3,490E+3
