t	IF	IR	VF	VR	VelSP	VelRE
0,000	0,000	0,000	0,000E+0	2,400E+1	0,000E+0
0,001	0,000	0,000	0,000E+0	2,400E+1	0,000E+0	0,000E+0
1,004	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
2,004	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
3,005	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
4,004	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
5,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
6,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
7,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
8,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
