t	IF	IR	VF	VR	VelSP	VelRE
0,000	0,000	0,000	0,000E+0	2,400E+1	0,000E+0
0,000	0,000	0,000	0,000E+0	2,400E+1	0,000E+0	0,000E+0
1,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
2,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
3,009	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
4,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
5,009	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
6,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
7,008	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
8,010	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
9,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
10,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
11,010	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
12,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
13,010	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
14,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
15,013	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
16,012	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
17,013	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
18,012	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
19,013	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
20,013	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
21,013	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
22,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
23,013	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
24,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
25,013	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
