t	PL(A)	PL(B)	PL(T)	PL(E)	V(A)	V(B)	V(E)	I(A)	I(B)	I(E)	n_bracos	n_res
0,000	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
0,011	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,819E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
1,010	0,000	0,100	1,000E-1	0,000E+0	0,000E+0	2,819E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
2,011	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,819E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
3,010	0,000	0,100	1,000E-1	0,000E+0	0,000E+0	2,820E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
4,011	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,819E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
5,010	0,000	0,100	1,000E-1	0,000E+0	0,000E+0	2,820E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
6,010	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,819E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
7,010	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,819E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
8,010	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,819E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
9,011	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	2,819E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
10,010	0,000	0,100	1,000E-1	0,000E+0	0,000E+0	2,818E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
11,011	0,800	0,300	1,100E+0	0,000E+0	2,147E+1	2,924E+2	0,000E+0	3,743E-1	0,000E+0	0,000E+0	0	1000
12,010	77,400	6,200	8,360E+1	0,000E+0	7,683E+1	2,959E+2	0,000E+0	4,393E+0	5,950E-2	0,000E+0	0	1000
13,010	77,400	6,200	8,360E+1	0,000E+0	7,683E+1	2,959E+2	0,000E+0	4,393E+0	5,950E-2	0,000E+0	0	1000
14,010	77,400	6,200	8,360E+1	0,000E+0	7,683E+1	2,959E+2	0,000E+0	4,393E+0	5,950E-2	0,000E+0	0	1000
15,011	0,000	0,100	1,000E-1	0,000E+0	9,690E+0	2,818E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
16,013	0,000	0,000	0,000E+0	0,000E+0	4,340E+0	2,817E+2	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
17,012	3,600	226,800	2,304E+2	0,000E+0	1,331E+1	2,970E+2	0,000E+0	1,280E+0	1,271E+0	0,000E+0	0	1000
18,013	50,900	1449,900	1,501E+3	0,000E+0	3,778E+1	2,945E+2	0,000E+0	5,028E+0	5,017E+0	0,000E+0	0	1000
19,012	19,800	1006,200	1,026E+3	0,000E+0	1,046E+2	2,924E+2	0,000E+0	1,019E+0	4,034E+0	0,000E+0	0	1000
20,012	11,800	2,700	1,450E+1	0,000E+0	1,776E+2	2,376E+2	0,000E+0	1,145E-1	9,110E-2	0,000E+0	0	1000
21,012	11,800	2,700	1,450E+1	0,000E+0	1,776E+2	2,376E+2	0,000E+0	1,145E-1	9,110E-2	0,000E+0	0	1000
22,012	6,400	1,800	8,200E+0	0,000E+0	1,640E+2	2,396E+2	0,000E+0	7,170E-2	7,110E-2	0,000E+0	0	1000
23,014	9,800	2,800	1,260E+1	0,000E+0	1,590E+2	2,503E+2	0,000E+0	1,118E-1	1,111E-1	0,000E+0	0	1000
24,013	9,800	2,800	1,260E+1	0,000E+0	1,590E+2	2,503E+2	0,000E+0	1,118E-1	1,111E-1	0,000E+0	0	1000
25,014	16,900	5,100	2,200E+1	0,000E+0	1,678E+2	2,496E+2	0,000E+0	1,688E-1	1,670E-1	0,000E+0	0	1000
26,013	12,500	3,900	1,640E+1	0,000E+0	1,714E+2	2,449E+2	0,000E+0	1,256E-1	1,243E-1	0,000E+0	0	1000
27,013	11,200	3,400	1,460E+1	0,000E+0	1,687E+2	2,453E+2	0,000E+0	1,157E-1	1,148E-1	0,000E+0	0	1000
28,014	11,400	3,500	1,490E+1	0,000E+0	1,675E+2	2,464E+2	0,000E+0	1,184E-1	1,171E-1	0,000E+0	0	1000
29,013	12,600	3,900	1,650E+1	0,000E+0	1,682E+2	2,470E+2	0,000E+0	1,291E-1	1,284E-1	0,000E+0	0	1000
30,014	12,600	3,900	1,650E+1	0,000E+0	1,682E+2	2,470E+2	0,000E+0	1,291E-1	1,284E-1	0,000E+0	0	1000
31,014	13,400	4,000	1,740E+1	0,000E+0	1,699E+2	2,465E+2	0,000E+0	1,349E-1	1,331E-1	0,000E+0	0	1000
