t	IF	IR	VF	VR	VelSP	VelRE
2,056	0,000	0,100	3,000E-1	2,400E+1	0,000E+0	0,000E+0
0,004	0,000	0,100	3,000E-1	2,400E+1	0,000E+0	0,000E+0
1,003	0,000	0,100	3,000E-1	2,400E+1	0,000E+0	0,000E+0
2,004	0,000	0,100	3,000E-1	2,400E+1	0,000E+0	0,000E+0
3,004	0,000	0,100	3,000E-1	2,400E+1	0,000E+0	0,000E+0
4,004	0,000	0,100	3,000E-1	2,400E+1	0,000E+0	0,000E+0
5,004	0,000	0,100	3,000E-1	2,400E+1	0,000E+0	0,000E+0
6,004	0,000	0,100	3,000E-1	2,400E+1	0,000E+0	0,000E+0
7,004	0,000	0,100	3,000E-1	2,400E+1	0,000E+0	0,000E+0
8,005	0,000	0,100	3,000E-1	2,400E+1	0,000E+0	0,000E+0
9,004	0,000	0,100	3,000E-1	2,400E+1	0,000E+0	0,000E+0
10,004	0,000	0,100	3,000E-1	2,400E+1	0,000E+0	0,000E+0
11,005	0,000	0,100	3,000E-1	2,400E+1	0,000E+0	0,000E+0
