t	IF	IR	VF	VR	VelSP	VelRE
1,012	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
0,012	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
1,012	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
2,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
3,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
4,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
5,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
6,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
7,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
8,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
9,017	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
10,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
11,017	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
