t	IF	IR	VF	VR	VelSP	VelRE
132,036	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
0,002	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
1,003	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
2,004	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
3,005	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
4,004	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
5,004	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
6,005	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
7,005	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
8,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
9,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
10,007	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
11,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
12,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
13,007	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
14,008	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
15,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
16,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
17,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
18,010	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
19,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
20,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
21,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
22,012	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
23,012	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
24,012	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
