t	IF	IR	VF	VR	VelSP	VelRE
46,016	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	2,126E+3
0,005	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
1,005	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
2,005	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
3,005	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
4,005	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
5,004	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
6,005	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
7,005	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
8,005	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
9,005	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
10,005	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
11,005	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
12,004	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
13,005	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
14,006	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
15,006	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
16,006	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
17,005	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
18,006	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
19,006	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
20,008	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
21,008	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
22,008	0,000	0,020	3,000E-1	2,400E+1	0,000E+0	0,000E+0
23,008	0,000	0,020	3,000E-1	2,400E+1	3,500E+3	0,000E+0
24,007	0,000	0,020	3,000E-1	2,400E+1	3,500E+3	0,000E+0
25,008	0,000	0,020	3,000E-1	2,400E+1	3,500E+3	0,000E+0
26,008	0,000	0,020	3,000E-1	2,400E+1	3,500E+3	1,853E+3
27,010	0,000	0,020	3,000E-1	2,400E+1	3,500E+3	3,971E+3
28,011	0,000	0,020	3,000E-1	2,400E+1	3,500E+3	3,771E+3
29,011	0,000	0,020	3,000E-1	2,400E+1	3,500E+3	3,472E+3
