t	IF	IR	VF	VR	VelSP	VelRE
330,089	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	2,386E+3
0,013	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
1,013	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
2,013	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
3,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
4,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
5,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
6,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
7,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
8,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
9,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
10,017	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
11,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
12,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
13,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
14,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	1,648E+3
15,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,930E+3
16,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,738E+3
17,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,445E+3
18,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,257E+3
19,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,362E+3
20,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,547E+3
21,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,536E+3
22,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,481E+3
23,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,477E+3
24,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,494E+3
25,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,513E+3
26,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
27,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,494E+3
28,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
29,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,524E+3
30,019	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,493E+3
31,019	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
32,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,497E+3
33,019	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,492E+3
34,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,509E+3
35,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
36,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
37,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
38,021	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,537E+3
39,022	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,506E+3
40,022	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,500E+3
41,023	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,497E+3
42,023	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,520E+3
43,024	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,511E+3
44,024	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
45,024	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,500E+3
46,025	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,511E+3
47,024	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,495E+3
48,024	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,508E+3
49,024	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,502E+3
50,025	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,512E+3
51,025	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
52,025	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,525E+3
53,025	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
54,025	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
55,025	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,508E+3
56,025	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,500E+3
57,026	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,486E+3
58,026	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
59,026	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,523E+3
60,027	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,506E+3
61,027	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,502E+3
62,027	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,486E+3
63,027	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,505E+3
64,027	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,499E+3
65,028	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,494E+3
66,028	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,493E+3
67,028	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
68,029	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,499E+3
69,029	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,485E+3
70,029	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,493E+3
71,029	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,494E+3
72,029	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
73,030	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,488E+3
74,031	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,501E+3
75,031	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,492E+3
76,032	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
77,032	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,492E+3
78,032	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,513E+3
79,034	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,504E+3
80,034	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,497E+3
81,034	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
82,034	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
83,034	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,490E+3
84,035	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,511E+3
85,035	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
86,036	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,500E+3
87,036	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,510E+3
88,036	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,495E+3
89,036	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,518E+3
90,036	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
91,036	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,521E+3
92,036	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,492E+3
93,037	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,502E+3
94,036	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,508E+3
95,036	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	3,530E+3
96,036	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	3,111E+3
97,036	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	2,571E+3
98,036	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	2,051E+3
99,036	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	1,657E+3
