t	IF	IR	VF	VR	VelSP	VelRE
26,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
0,004	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
1,003	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
2,004	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
3,003	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
4,004	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
5,004	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
6,004	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
7,005	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
8,005	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
9,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
10,005	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
11,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
12,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
13,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
14,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
15,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
16,007	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
17,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
18,008	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
19,008	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
20,008	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
21,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
22,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
23,010	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
24,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
25,009	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
26,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
