t	IF	IR	VF	VR	VelSP	VelRE
30,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
0,003	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
1,003	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
2,004	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
3,003	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
4,004	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
5,005	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
6,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
7,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
8,006	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
9,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
10,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
11,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
12,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
13,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
14,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
15,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
16,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
17,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
18,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
19,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
20,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
21,009	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
22,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
23,009	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
24,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
25,009	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
26,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
27,009	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
28,011	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
29,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
30,011	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
31,011	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
32,012	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
33,012	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
34,012	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
35,013	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
36,012	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
37,013	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
38,013	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
39,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
40,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
41,013	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
42,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
43,013	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
44,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
45,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
46,013	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
47,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
48,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
49,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
50,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
51,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
52,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
53,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
54,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
55,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
56,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
57,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
58,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
59,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
60,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
61,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
62,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
63,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
64,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
65,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
66,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
67,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
68,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
69,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
70,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
71,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
72,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
73,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
74,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
75,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
76,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
77,017	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
