t	PL(A)	PL(B)	PL(T)	PL(E)	V(A)	V(B)	V(E)	I(A)	I(B)	I(E)
118,033	15,700	14,500	3,020E+1	0,000E+0	1,719E+2	1,718E+2	0,000E+0	1,525E-1	1,499E-1	0,000E+0
119,032	15,600	14,600	3,020E+1	0,000E+0	1,718E+2	1,718E+2	0,000E+0	1,519E-1	1,500E-1	0,000E+0
120,033	15,600	14,600	3,020E+1	0,000E+0	1,718E+2	1,718E+2	0,000E+0	1,519E-1	1,500E-1	0,000E+0
121,032	15,600	14,600	3,020E+1	0,000E+0	1,719E+2	1,717E+2	0,000E+0	1,523E-1	1,493E-1	0,000E+0
122,032	15,600	14,600	3,020E+1	0,000E+0	1,720E+2	1,720E+2	0,000E+0	1,518E-1	1,496E-1	0,000E+0
123,032	15,500	14,500	3,000E+1	0,000E+0	1,719E+2	1,718E+2	0,000E+0	1,513E-1	1,493E-1	0,000E+0
124,032	15,600	14,400	3,000E+1	0,000E+0	1,719E+2	1,715E+2	0,000E+0	1,521E-1	1,488E-1	0,000E+0
125,033	15,700	14,600	3,030E+1	0,000E+0	1,719E+2	1,718E+2	0,000E+0	1,523E-1	1,501E-1	0,000E+0
126,032	15,500	14,400	2,990E+1	0,000E+0	1,719E+2	1,714E+2	0,000E+0	1,506E-1	1,479E-1	0,000E+0
127,033	15,700	14,800	3,050E+1	0,000E+0	1,719E+2	1,718E+2	0,000E+0	1,531E-1	1,514E-1	0,000E+0
128,033	15,700	14,800	3,050E+1	0,000E+0	1,719E+2	1,718E+2	0,000E+0	1,531E-1	1,514E-1	0,000E+0
129,033	15,700	14,700	3,040E+1	0,000E+0	1,719E+2	1,715E+2	0,000E+0	1,525E-1	1,504E-1	0,000E+0
130,033	16,100	15,100	3,120E+1	0,000E+0	1,720E+2	1,721E+2	0,000E+0	1,558E-1	1,540E-1	0,000E+0
131,034	15,700	14,800	3,050E+1	0,000E+0	1,720E+2	1,718E+2	0,000E+0	1,528E-1	1,510E-1	0,000E+0
132,035	16,200	15,100	3,130E+1	0,000E+0	1,723E+2	1,721E+2	0,000E+0	1,564E-1	1,538E-1	0,000E+0
133,034	15,900	14,900	3,080E+1	0,000E+0	1,719E+2	1,719E+2	0,000E+0	1,542E-1	1,525E-1	0,000E+0
134,036	15,900	14,900	3,080E+1	0,000E+0	1,721E+2	1,720E+2	0,000E+0	1,544E-1	1,521E-1	0,000E+0
135,035	15,900	14,900	3,080E+1	0,000E+0	1,722E+2	1,719E+2	0,000E+0	1,545E-1	1,523E-1	0,000E+0
136,035	15,900	14,900	3,080E+1	0,000E+0	1,722E+2	1,719E+2	0,000E+0	1,547E-1	1,522E-1	0,000E+0
137,036	15,900	14,900	3,080E+1	0,000E+0	1,722E+2	1,720E+2	0,000E+0	1,537E-1	1,519E-1	0,000E+0
138,036	15,900	14,900	3,080E+1	0,000E+0	1,722E+2	1,720E+2	0,000E+0	1,537E-1	1,519E-1	0,000E+0
139,036	16,100	15,100	3,120E+1	0,000E+0	1,720E+2	1,719E+2	0,000E+0	1,559E-1	1,541E-1	0,000E+0
140,036	16,500	15,500	3,200E+1	0,000E+0	1,723E+2	1,721E+2	0,000E+0	1,586E-1	1,568E-1	0,000E+0
141,037	16,800	15,700	3,250E+1	0,000E+0	1,725E+2	1,721E+2	0,000E+0	1,605E-1	1,582E-1	0,000E+0
142,037	17,100	15,900	3,300E+1	0,000E+0	1,724E+2	1,723E+2	0,000E+0	1,638E-1	1,605E-1	0,000E+0
143,039	17,400	16,400	3,380E+1	0,000E+0	1,724E+2	1,722E+2	0,000E+0	1,660E-1	1,647E-1	0,000E+0
144,038	17,700	16,600	3,430E+1	0,000E+0	1,725E+2	1,724E+2	0,000E+0	1,680E-1	1,662E-1	0,000E+0
145,039	18,100	16,900	3,500E+1	0,000E+0	1,726E+2	1,724E+2	0,000E+0	1,718E-1	1,698E-1	0,000E+0
146,039	18,500	17,100	3,560E+1	0,000E+0	1,728E+2	1,724E+2	0,000E+0	1,735E-1	1,709E-1	0,000E+0
147,040	19,100	17,600	3,670E+1	0,000E+0	1,726E+2	1,726E+2	0,000E+0	1,784E-1	1,755E-1	0,000E+0
148,041	19,600	18,100	3,770E+1	0,000E+0	1,729E+2	1,727E+2	0,000E+0	1,825E-1	1,792E-1	0,000E+0
149,040	20,200	18,900	3,910E+1	0,000E+0	1,731E+2	1,729E+2	0,000E+0	1,871E-1	1,851E-1	0,000E+0
150,041	20,200	18,900	3,910E+1	0,000E+0	1,731E+2	1,729E+2	0,000E+0	1,871E-1	1,851E-1	0,000E+0
151,040	21,500	20,200	4,170E+1	0,000E+0	1,733E+2	1,732E+2	0,000E+0	1,979E-1	1,959E-1	0,000E+0
152,041	22,300	20,900	4,320E+1	0,000E+0	1,738E+2	1,733E+2	0,000E+0	2,043E-1	2,010E-1	0,000E+0
153,040	23,100	21,900	4,500E+1	0,000E+0	1,738E+2	1,738E+2	0,000E+0	2,113E-1	2,081E-1	0,000E+0
154,040	24,100	22,900	4,700E+1	0,000E+0	1,742E+2	1,737E+2	0,000E+0	2,196E-1	2,164E-1	0,000E+0
155,040	24,900	24,000	4,890E+1	0,000E+0	1,745E+2	1,743E+2	0,000E+0	2,275E-1	2,242E-1	0,000E+0
156,040	24,900	24,000	4,890E+1	0,000E+0	1,745E+2	1,743E+2	0,000E+0	2,275E-1	2,242E-1	0,000E+0
157,041	26,800	26,200	5,300E+1	0,000E+0	1,747E+2	1,747E+2	0,000E+0	2,447E-1	2,419E-1	0,000E+0
158,041	27,900	27,800	5,570E+1	0,000E+0	1,750E+2	1,748E+2	0,000E+0	2,552E-1	2,542E-1	0,000E+0
159,042	28,900	28,900	5,780E+1	0,000E+0	1,753E+2	1,752E+2	0,000E+0	2,640E-1	2,621E-1	0,000E+0
160,041	30,000	29,800	5,980E+1	0,000E+0	1,755E+2	1,754E+2	0,000E+0	2,729E-1	2,697E-1	0,000E+0
161,041	30,700	30,900	6,160E+1	0,000E+0	1,758E+2	1,758E+2	0,000E+0	2,787E-1	2,768E-1	0,000E+0
162,041	32,100	32,400	6,450E+1	0,000E+0	1,761E+2	1,761E+2	0,000E+0	2,926E-1	2,894E-1	0,000E+0
163,042	33,000	33,400	6,640E+1	0,000E+0	1,763E+2	1,759E+2	0,000E+0	3,005E-1	2,972E-1	0,000E+0
164,044	33,700	34,100	6,780E+1	0,000E+0	1,764E+2	1,762E+2	0,000E+0	3,067E-1	3,031E-1	0,000E+0
165,044	34,000	34,700	6,870E+1	0,000E+0	1,763E+2	1,763E+2	0,000E+0	3,096E-1	3,071E-1	0,000E+0
166,044	34,600	35,200	6,980E+1	0,000E+0	1,768E+2	1,764E+2	0,000E+0	3,154E-1	3,112E-1	0,000E+0
167,045	35,600	36,500	7,210E+1	0,000E+0	1,769E+2	1,767E+2	0,000E+0	3,244E-1	3,207E-1	0,000E+0
168,046	35,900	36,800	7,270E+1	0,000E+0	1,768E+2	1,767E+2	0,000E+0	3,277E-1	3,233E-1	0,000E+0
169,046	36,200	37,300	7,350E+1	0,000E+0	1,772E+2	1,768E+2	0,000E+0	3,310E-1	3,271E-1	0,000E+0
170,046	36,700	38,000	7,470E+1	0,000E+0	1,770E+2	1,769E+2	0,000E+0	3,365E-1	3,329E-1	0,000E+0
171,047	36,700	38,000	7,470E+1	0,000E+0	1,770E+2	1,769E+2	0,000E+0	3,365E-1	3,329E-1	0,000E+0
172,047	37,100	38,300	7,540E+1	0,000E+0	1,774E+2	1,770E+2	0,000E+0	3,388E-1	3,352E-1	0,000E+0
173,047	37,300	38,600	7,590E+1	0,000E+0	1,773E+2	1,770E+2	0,000E+0	3,415E-1	3,376E-1	0,000E+0
174,047	37,400	38,900	7,630E+1	0,000E+0	1,772E+2	1,771E+2	0,000E+0	3,429E-1	3,405E-1	0,000E+0
175,047	37,600	39,200	7,680E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,447E-1	3,409E-1	0,000E+0
176,048	37,900	39,100	7,700E+1	0,000E+0	1,773E+2	1,770E+2	0,000E+0	3,467E-1	3,420E-1	0,000E+0
177,047	37,800	39,500	7,730E+1	0,000E+0	1,771E+2	1,773E+2	0,000E+0	3,464E-1	3,439E-1	0,000E+0
178,048	38,000	39,600	7,760E+1	0,000E+0	1,774E+2	1,772E+2	0,000E+0	3,485E-1	3,447E-1	0,000E+0
179,047	38,200	39,800	7,800E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,507E-1	3,464E-1	0,000E+0
180,048	38,200	40,000	7,820E+1	0,000E+0	1,771E+2	1,773E+2	0,000E+0	3,510E-1	3,481E-1	0,000E+0
181,048	38,400	39,900	7,830E+1	0,000E+0	1,774E+2	1,772E+2	0,000E+0	3,508E-1	3,474E-1	0,000E+0
182,048	38,300	40,400	7,870E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,517E-1	3,497E-1	0,000E+0
183,049	38,300	40,400	7,870E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,517E-1	3,497E-1	0,000E+0
184,049	38,400	40,300	7,870E+1	0,000E+0	1,775E+2	1,773E+2	0,000E+0	3,528E-1	3,502E-1	0,000E+0
185,050	38,500	40,000	7,850E+1	0,000E+0	1,775E+2	1,771E+2	0,000E+0	3,535E-1	3,484E-1	0,000E+0
186,050	38,500	40,500	7,900E+1	0,000E+0	1,776E+2	1,773E+2	0,000E+0	3,541E-1	3,515E-1	0,000E+0
187,050	38,700	40,300	7,900E+1	0,000E+0	1,775E+2	1,774E+2	0,000E+0	3,544E-1	3,502E-1	0,000E+0
188,051	38,500	40,400	7,890E+1	0,000E+0	1,777E+2	1,774E+2	0,000E+0	3,537E-1	3,514E-1	0,000E+0
189,051	38,500	40,400	7,890E+1	0,000E+0	1,777E+2	1,774E+2	0,000E+0	3,537E-1	3,514E-1	0,000E+0
190,052	38,500	40,300	7,880E+1	0,000E+0	1,774E+2	1,773E+2	0,000E+0	3,541E-1	3,507E-1	0,000E+0
191,051	38,800	40,500	7,930E+1	0,000E+0	1,777E+2	1,773E+2	0,000E+0	3,565E-1	3,518E-1	0,000E+0
192,051	38,700	40,800	7,950E+1	0,000E+0	1,776E+2	1,774E+2	0,000E+0	3,566E-1	3,537E-1	0,000E+0
193,051	38,900	40,500	7,940E+1	0,000E+0	1,776E+2	1,772E+2	0,000E+0	3,575E-1	3,531E-1	0,000E+0
194,051	38,800	40,900	7,970E+1	0,000E+0	1,776E+2	1,776E+2	0,000E+0	3,573E-1	3,544E-1	0,000E+0
195,053	38,800	40,900	7,970E+1	0,000E+0	1,776E+2	1,776E+2	0,000E+0	3,573E-1	3,544E-1	0,000E+0
196,052	38,800	40,700	7,950E+1	0,000E+0	1,774E+2	1,775E+2	0,000E+0	3,562E-1	3,537E-1	0,000E+0
197,053	39,000	40,600	7,960E+1	0,000E+0	1,778E+2	1,774E+2	0,000E+0	3,578E-1	3,529E-1	0,000E+0
198,052	38,900	40,600	7,950E+1	0,000E+0	1,775E+2	1,775E+2	0,000E+0	3,565E-1	3,528E-1	0,000E+0
199,053	38,700	40,400	7,910E+1	0,000E+0	1,776E+2	1,774E+2	0,000E+0	3,559E-1	3,517E-1	0,000E+0
200,053	38,900	40,800	7,970E+1	0,000E+0	1,777E+2	1,774E+2	0,000E+0	3,579E-1	3,537E-1	0,000E+0
201,053	38,900	40,800	7,970E+1	0,000E+0	1,777E+2	1,774E+2	0,000E+0	3,579E-1	3,537E-1	0,000E+0
202,054	38,700	40,500	7,920E+1	0,000E+0	1,776E+2	1,774E+2	0,000E+0	3,559E-1	3,516E-1	0,000E+0
