t	PL(A)	PL(B)	PL(T)	PL(E)	V(A)	V(B)	V(E)	I(A)	I(B)	I(E)	n_bracos	n_res
0,000	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
0,010	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
1,011	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
2,010	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
3,011	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
4,012	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
5,011	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
6,012	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
7,011	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
8,013	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
9,012	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
10,013	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
11,013	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0	1000
12,012	0,100	11,700	1,180E+1	0,000E+0	4,292E+1	4,293E+1	0,000E+0	7,600E-2	2,406E+0	0,000E+0	0	1000
13,014	0,100	56,500	5,660E+1	0,000E+0	5,653E+1	5,654E+1	0,000E+0	0,000E+0	5,313E+0	0,000E+0	0	1000
14,014	17,700	12,900	3,060E+1	0,000E+0	1,026E+2	1,026E+2	0,000E+0	8,989E-1	2,687E+0	0,000E+0	0	1000
15,015	39,700	10,100	4,980E+1	0,000E+0	1,774E+2	1,774E+2	0,000E+0	5,432E-1	5,402E-1	0,000E+0	0	1000
16,014	6,600	0,500	7,100E+0	0,000E+0	1,653E+2	1,653E+2	0,000E+0	7,300E-2	7,240E-2	0,000E+0	0	1000
17,015	6,000	0,600	6,600E+0	0,000E+0	1,561E+2	1,561E+2	0,000E+0	7,220E-2	7,160E-2	0,000E+0	0	1000
18,015	6,000	0,600	6,600E+0	0,000E+0	1,561E+2	1,561E+2	0,000E+0	7,220E-2	7,160E-2	0,000E+0	0	1000
19,015	15,800	0,900	1,670E+1	0,000E+0	1,662E+2	1,661E+2	0,000E+0	1,613E-1	1,597E-1	0,000E+0	0	1000
20,017	15,800	0,900	1,670E+1	0,000E+0	1,662E+2	1,661E+2	0,000E+0	1,613E-1	1,597E-1	0,000E+0	0	1000
21,017	15,400	0,800	1,620E+1	0,000E+0	1,719E+2	1,719E+2	0,000E+0	1,498E-1	1,483E-1	0,000E+0	0	1000
22,019	11,300	0,400	1,170E+1	0,000E+0	1,695E+2	1,695E+2	0,000E+0	1,155E-1	1,145E-1	0,000E+0	0	1000
23,018	10,900	0,600	1,150E+1	0,000E+0	1,673E+2	1,673E+2	0,000E+0	1,142E-1	1,129E-1	0,000E+0	0	1000
24,018	12,000	0,700	1,270E+1	0,000E+0	1,677E+2	1,676E+2	0,000E+0	1,240E-1	1,226E-1	0,000E+0	0	1000
25,019	13,100	0,600	1,370E+1	0,000E+0	1,692E+2	1,691E+2	0,000E+0	1,332E-1	1,314E-1	0,000E+0	0	1000
26,019	13,000	0,700	1,370E+1	0,000E+0	1,702E+2	1,702E+2	0,000E+0	1,314E-1	1,295E-1	0,000E+0	0	1000
27,020	13,000	0,700	1,370E+1	0,000E+0	1,702E+2	1,702E+2	0,000E+0	1,314E-1	1,295E-1	0,000E+0	0	1000
28,019	12,300	0,600	1,290E+1	0,000E+0	1,687E+2	1,687E+2	0,000E+0	1,261E-1	1,248E-1	0,000E+0	0	1000
29,019	12,800	0,700	1,350E+1	0,000E+0	1,695E+2	1,694E+2	0,000E+0	1,298E-1	1,283E-1	0,000E+0	0	1000
30,020	12,800	0,700	1,350E+1	0,000E+0	1,695E+2	1,694E+2	0,000E+0	1,298E-1	1,283E-1	0,000E+0	0	1000
31,020	12,600	0,600	1,320E+1	0,000E+0	1,696E+2	1,696E+2	0,000E+0	1,282E-1	1,266E-1	0,000E+0	0	1000
32,021	12,400	0,600	1,300E+1	0,000E+0	1,692E+2	1,692E+2	0,000E+0	1,263E-1	1,250E-1	0,000E+0	0	1000
33,021	12,400	0,600	1,300E+1	0,000E+0	1,692E+2	1,692E+2	0,000E+0	1,263E-1	1,250E-1	0,000E+0	0	1000
34,020	12,700	0,600	1,330E+1	0,000E+0	1,695E+2	1,694E+2	0,000E+0	1,288E-1	1,273E-1	0,000E+0	0	1000
35,021	12,700	0,600	1,330E+1	0,000E+0	1,695E+2	1,694E+2	0,000E+0	1,288E-1	1,273E-1	0,000E+0	0	1000
36,021	12,600	0,600	1,320E+1	0,000E+0	1,693E+2	1,693E+2	0,000E+0	1,284E-1	1,265E-1	0,000E+0	0	1000
