t	IF	IR	VF	VR	VelSP	VelRE
16,741	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
0,012	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
1,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
2,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
3,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
4,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
5,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
6,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
7,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
8,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
9,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
10,016	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
11,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
12,016	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,002E+3
13,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,871E+3
14,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,590E+3
15,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,310E+3
16,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,261E+3
17,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,536E+3
18,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,541E+3
19,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,493E+3
20,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,479E+3
21,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,499E+3
22,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,513E+3
23,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,495E+3
24,019	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,505E+3
25,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,504E+3
26,019	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,495E+3
27,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,492E+3
28,019	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
29,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,501E+3
30,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
31,019	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,489E+3
32,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
33,019	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,497E+3
34,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,495E+3
35,019	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
36,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,505E+3
37,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,499E+3
38,019	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
39,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,495E+3
40,019	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,514E+3
41,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,502E+3
42,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
43,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,509E+3
44,022	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,495E+3
45,021	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,497E+3
46,022	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
47,021	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
48,022	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
49,022	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,510E+3
50,021	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,494E+3
51,022	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,505E+3
52,021	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,499E+3
53,022	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,527E+3
54,022	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,479E+3
55,023	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,522E+3
56,023	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
57,022	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
58,023	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,499E+3
59,022	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,490E+3
60,023	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,494E+3
61,022	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
62,024	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
63,024	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
64,023	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,484E+3
65,024	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
66,023	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,511E+3
67,024	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,520E+3
68,024	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,489E+3
69,025	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
70,025	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,501E+3
71,025	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,502E+3
72,027	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,501E+3
73,026	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,502E+3
74,027	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,524E+3
75,026	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,489E+3
76,026	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,501E+3
77,027	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
78,026	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,517E+3
79,027	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,501E+3
80,026	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
81,027	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,499E+3
82,027	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,501E+3
83,027	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,490E+3
84,028	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,520E+3
85,027	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,494E+3
86,028	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
87,028	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,505E+3
88,030	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,510E+3
89,031	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,494E+3
90,030	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,487E+3
91,031	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,510E+3
92,030	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,487E+3
93,031	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,493E+3
94,030	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,512E+3
95,031	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
96,031	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,499E+3
97,030	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
98,031	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,505E+3
99,031	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,500E+3
100,032	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,510E+3
101,032	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,505E+3
102,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
103,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,490E+3
104,032	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,493E+3
105,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,505E+3
106,032	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,502E+3
107,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,492E+3
108,032	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,499E+3
109,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,510E+3
110,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
111,032	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,494E+3
112,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,500E+3
113,032	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
114,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,499E+3
115,032	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,493E+3
116,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,516E+3
117,034	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,505E+3
118,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,495E+3
119,034	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,469E+3
120,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,493E+3
121,034	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,493E+3
122,034	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
123,035	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,488E+3
124,035	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,509E+3
