t	IF	IR	VF	VR	VelSP	VelRE
0,000	0,000	0,000	0,000E+0	2,400E+1	0,000E+0
0,025	0,000	0,000	0,000E+0	2,400E+1	0,000E+0	0,000E+0
1,024	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
2,025	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
3,025	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
4,025	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
5,025	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
6,025	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
7,026	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
8,025	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
9,027	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
10,027	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
11,027	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
12,027	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
13,027	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
14,029	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
15,028	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
16,029	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
17,028	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
18,028	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
19,029	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
20,028	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
21,029	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
22,028	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
23,029	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
24,028	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
25,029	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
26,030	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
27,029	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
28,030	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
