t	IF	IR	VF	VR	VelSP	VelRE
52,018	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	2,431E+3
0,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
1,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
2,009	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
3,009	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
4,009	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
5,011	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
6,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
7,012	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
8,011	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
9,013	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
10,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
11,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
12,015	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
13,014	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
14,015	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
15,015	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,055E+3
16,016	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,890E+3
17,016	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,619E+3
18,015	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,339E+3
19,016	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,220E+3
20,015	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,486E+3
21,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,571E+3
22,016	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,516E+3
23,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,476E+3
24,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,488E+3
25,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,505E+3
26,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,495E+3
27,019	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,491E+3
28,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,504E+3
29,019	0,012	0,000	8,800E-1	2,400E+1	3,500E+3	3,515E+3
30,020	0,015	0,000	8,800E-1	2,400E+1	3,500E+3	3,505E+3
31,020	0,015	0,000	1,130E+0	2,400E+1	3,500E+3	3,507E+3
32,020	0,020	0,000	1,320E+0	2,400E+1	3,500E+3	3,493E+3
33,022	0,020	0,000	1,320E+0	2,400E+1	3,500E+3	3,493E+3
34,021	0,023	0,000	1,530E+0	2,400E+1	3,500E+3	3,507E+3
35,022	0,028	0,000	1,750E+0	2,400E+1	3,500E+3	3,503E+3
