t	IF	IR	VF	VR	VelSP	VelRE
168,043	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	1,936E+3
0,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
1,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
2,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
3,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
4,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
5,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
6,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
7,007	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
8,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
9,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
10,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
11,009	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
12,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
13,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
14,009	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
15,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
16,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
17,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
18,011	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
19,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
20,011	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
21,010	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
22,011	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
23,011	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
24,012	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
25,012	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
26,013	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
27,013	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
28,012	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
29,013	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
30,013	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
31,013	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
32,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
33,014	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
34,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
35,015	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
36,016	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
37,016	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
38,016	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
39,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
40,016	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
41,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
42,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
43,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
44,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
45,017	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,900E+2
46,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	2,908E+3
47,018	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,833E+3
48,019	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,576E+3
49,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,348E+3
50,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,309E+3
51,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,534E+3
52,019	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,546E+3
53,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,505E+3
54,019	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,472E+3
55,020	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
56,021	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,509E+3
57,021	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,499E+3
58,021	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
59,021	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,504E+3
60,022	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
61,021	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,492E+3
62,022	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,508E+3
63,022	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
64,022	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,493E+3
65,022	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
66,023	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,495E+3
67,023	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,492E+3
68,022	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,513E+3
69,023	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
70,023	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
71,023	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,509E+3
72,023	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,500E+3
73,022	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
74,023	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
75,023	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,508E+3
76,024	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
77,024	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
78,024	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,514E+3
79,025	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,490E+3
80,024	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,494E+3
81,025	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
82,025	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,497E+3
83,025	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,514E+3
84,026	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
85,024	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,494E+3
86,025	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
87,025	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,505E+3
88,026	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,499E+3
89,025	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
90,026	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
91,026	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,495E+3
92,027	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,487E+3
93,027	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
94,028	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,489E+3
95,028	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,500E+3
96,028	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,506E+3
97,029	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,516E+3
98,028	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,494E+3
99,029	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
100,029	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
101,029	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,492E+3
102,030	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
103,030	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
104,031	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
105,030	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,497E+3
106,031	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
107,031	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,489E+3
108,031	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,506E+3
109,030	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,501E+3
110,031	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,492E+3
111,030	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,499E+3
112,032	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,512E+3
113,032	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
114,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,501E+3
115,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,525E+3
116,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,494E+3
117,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,494E+3
118,032	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
119,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,500E+3
120,032	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,489E+3
121,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,497E+3
122,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,495E+3
123,032	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,504E+3
124,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,514E+3
125,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,504E+3
126,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
127,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,494E+3
128,032	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
129,033	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
130,032	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,484E+3
131,034	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,502E+3
132,034	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,502E+3
133,035	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
134,035	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,502E+3
135,035	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,512E+3
136,037	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,498E+3
137,037	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,499E+3
138,038	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,505E+3
139,038	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
140,038	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,497E+3
141,039	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,496E+3
142,039	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,499E+3
143,040	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,499E+3
144,041	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,492E+3
145,041	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,501E+3
146,041	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,510E+3
147,040	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,490E+3
148,041	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,505E+3
149,040	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,486E+3
150,041	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
151,041	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,517E+3
152,041	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,502E+3
153,041	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,513E+3
154,040	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,513E+3
155,041	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,501E+3
156,040	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
157,041	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
158,042	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,495E+3
159,043	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,486E+3
160,043	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
161,042	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,508E+3
162,044	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,506E+3
163,043	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,499E+3
164,045	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,510E+3
165,045	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,501E+3
166,045	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,509E+3
167,046	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,503E+3
