25,012403	0,000000	0,000000	0,000000E+0
0,002915	0,000000	0,000000	0,000000E+0
0,002915	0,000000	0,000000	0,000000E+0
0,002915	0,000000	0,000000	0,000000E+0
0,002915	0,000000	0,000000	0,000000E+0
0,002915	0,000000	0,000000	0,000000E+0
0,002915	0,000000	0,000000	0,000000E+0
0,002915	0,000000	0,000000	0,000000E+0
0,002915	0,000000	0,000000	0,000000E+0
0,002915	0,000000	0,000000	0,000000E+0
0,002915	0,000000	0,000000	0,000000E+0
1,001933	0,000000	0,000000	0,000000E+0
1,001933	0,000000	0,000000	0,000000E+0
1,001933	0,000000	0,000000	0,000000E+0
1,001933	0,000000	0,000000	0,000000E+0
1,001933	0,000000	0,000000	0,000000E+0
1,001933	0,000000	0,000000	0,000000E+0
1,001933	0,000000	0,000000	0,000000E+0
1,001933	0,000000	0,000000	0,000000E+0
1,001933	0,000000	0,000000	0,000000E+0
1,001933	0,000000	0,000000	0,000000E+0
2,003426	0,000000	0,000000	0,000000E+0
2,003426	0,000000	0,000000	0,000000E+0
2,003426	0,000000	0,000000	0,000000E+0
2,003426	0,000000	0,000000	0,000000E+0
2,003426	0,000000	0,000000	0,000000E+0
2,003426	0,000000	0,000000	0,000000E+0
2,003426	0,000000	0,000000	0,000000E+0
2,003426	0,000000	0,000000	0,000000E+0
2,003426	0,000000	0,000000	0,000000E+0
2,003426	0,000000	0,000000	0,000000E+0
3,003862	0,000000	0,000000	0,000000E+0
3,003862	0,000000	0,000000	0,000000E+0
3,003862	0,000000	0,000000	0,000000E+0
3,003862	0,000000	0,000000	0,000000E+0
3,003862	0,000000	0,000000	0,000000E+0
3,003862	0,000000	0,000000	0,000000E+0
3,003862	0,000000	0,000000	0,000000E+0
3,003862	0,000000	0,000000	0,000000E+0
3,003862	0,000000	0,000000	0,000000E+0
3,003862	0,000000	0,000000	0,000000E+0
4,003237	0,000000	0,000000	0,000000E+0
4,003237	0,000000	0,000000	0,000000E+0
4,003237	0,000000	0,000000	0,000000E+0
4,003237	0,000000	0,000000	0,000000E+0
