t	IF	IR	VF	VR	VelSP	VelRE
0,000	0,000	0,000	0,000E+0	2,400E+1	0,000E+0
0,003	0,000	0,000	0,000E+0	2,400E+1	0,000E+0	0,000E+0
1,003	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
2,004	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
3,005	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
4,738	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
5,738	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
6,740	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
7,739	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
8,740	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
9,739	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
10,740	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
11,741	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
12,740	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
13,741	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
14,740	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
15,740	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
