t	IF	IR	VF	VR	VelSP	VelRE
50,008	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
0,004	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
1,003	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
2,003	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
3,003	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
4,003	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
5,004	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
6,004	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
7,004	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
8,004	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
9,004	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
10,004	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
11,005	0,000	0,000	3,000E-1	2,400E+1	0,000E+0	0,000E+0
12,005	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
13,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
14,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	0,000E+0
15,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	2,240E+3
16,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,926E+3
17,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,709E+3
18,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,432E+3
19,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,248E+3
20,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,320E+3
21,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,552E+3
22,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,581E+3
23,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,512E+3
24,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,462E+3
25,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,448E+3
26,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,500E+3
27,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,528E+3
28,006	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,517E+3
29,007	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,489E+3
30,008	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,501E+3
31,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,509E+3
32,008	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,507E+3
33,008	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,495E+3
34,008	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,506E+3
35,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,504E+3
36,009	0,000	0,000	3,000E-1	2,400E+1	3,500E+3	3,508E+3
